Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
70;Bb dur;45r;prelude de Viseé;R. de Visée;;Th;Conc_5212;none;",,a/4 X,,h3/4 ,,h/4 X[,,h{5}1] ,,,,,c3/4 ,c/4 c3/4 c/4 [cc{5}3/2] \
,,,,,c/4 ,,,,c ,c V,d3/4 ,,,c/4 '[,c,,,c1] {5} ,,,,,c/ ,c c ,,c"
71;b moll;45v;allemande de Viseé;R. de Visée;;Th;Conc_4625;C;",,h/ | X[,,h{5}3/2] ,,c/ V,,d1 ',,c3/4 ,,a/4 | \
'[,,,de3/2] ,,,,,e/ V,,,,,f ,,a ',,,,,e3/4 [,,a,,c/4] | \
[,cc,,'b1] {,a}/ ,,,h ,,f ,,,g ,,h ,,c |"
72;b moll;46v;Courante de Viseé;R. de Visée;;Th;Conc_4626;2/3;"c/ | [cc,,,c1] {5}3/4 ,,c/4 V,,d1 [aa{4}] 'a3/2 ,d/ | \
'[,c{,,,a}3/2] ,e/ a ,,a '[,e{,,a}3/2] ,,,d/ ,,a ,,c | \
'[,,,d{,a}1] ,,,,e {,,a} [,c{,,,a}] [ce] [,,cd{4}] |"
73;b moll;47r;Sarabande de Viseé;R. de Visée;;Th;Conc_4627;3;"[cc,,,c3/4] c/4 X[,,hh{5}3/2] [,,cd/] | \
V[,,de1] [ccdeec3/2] [,c{6}/] | \
V[cd,a{7}1] [cc,a{a}] V[ca,a3/4] ,,d/4 | \
'[b{,a}1] [bc3/4] ,,,a/4 ,c/ ,,,,c |"
74;b moll;47v;gigue de Viseé;R. de Visée;;Th;Conc_4628;6/4;"[,c,,,c1] [cc{5}] c ,,c | V[,,deec3/2] ,,f/ [,,d,,c1] '[,,c,,a] V,,d ([,,c{a}/] ,,a) | \
[,,h{,a}3/2] {,,a}/ V[,,i{,,,a}1] '[,,f{4}3/2] ,,,h/ ',,,g1 | \
V[,,,h{5}3/2] ,,f/ [,,hg{6}1] [,,aa{7}] {a}/ ,,d (,,c ,,a) |"
75;b moll;48r;gavotte de Viseé;R. de Visée;f. 48v-49r vacat;Th;Conc_4629;C;"[cc,,,c1] [aa,,,e3/4] ,d/4 | '[,c,,a1] [,cd{,,,a}] '[,,ca{,,a}3/2] ,,a/ | \
'[,,,d{,a}/] {,,a} {,,,a} {4} {5} ,c c ,,c | \
V[,,deec1] ,,,,,a3/4 ,,f/4 '[,,f{a}3/2] ,,h/ | [,ghg{,a}2] ||"
76;;49v;Les bergeries rondeau;Couperin;;Th;Conc_5225;6/8;"[,,aa{a}1] '[a,,,,a/] | ([,d,,,c/4] ,c) ,d a [,d,,,a] a V[c{a}1] ([a{,a}/] c d) | \
'[c{a}1] [ac,,a/] [,,aa{a}/4] V,,b [,,d,,c/] [a{,a}] |"
77;;49v;Les delices;Couperin;;Th;;6/8;"[,,de{a}1] [,,c{,a}/] | '[,,aa{a}3/4] ,,b/4 [,,aa,c/] [a,,,,d] [,d,,,c] '[,c,,,a] | \
V[,d,,,c/] ',,,,,a {a} [a{,a}] {,,a}/4 ,,a [a{,,,a}] ,,a | \
'[,,aa{a}/] {,a}/4 a [,d{,,a}/] [a{,a}] V[c{,,a}] {,,,a}/4 ,,b |"
78;;50v;Les bergeries rondeau;Couperin;f. 51v-52v vacat;Th;Conc_5225;6/8;"[,,aa{a}1] '[a,,,,a/] | ([,d,,,c/4] ,c) ,d a [,d,,,a] a V[c{a}1] ([a{,a}/] c d) | \
'[c{a}1] [ac,,a/] [,,aa{a}/4] V,,b [,,d,,c/] [a{,a}] |"
79;c moll;53r;prelude de Viseé;R. de Visée;;Th;Conc_192;none;"{4}/ ,d d ,,d V[,,effd2] {4}/ ,,,i ,,g ,,i '[,,a,d{,,,a}1] \
,,b/ ,,d {,,a} ,,,a ,,b {,,,a} [da{4}1] b/ d '[a{,a}1]"
80;c moll;53v;allemande de Viseé plainte;R. de Visée;Tombeau de Mesdemoiselles de Visée;Th;Conc_2544;C;",,i/ | X[,,i{4}3/2] ,,g/ ',,e1 ,,d3/4 ,,e/4 | \
'[,,da1] V,,e3/4 f/4 '[d,,,e1] ,,a3/4 ,,b/4 | \
'[,,aad1] ,,,,f3/4 ,,,,d/4 '[,,b,b1] [,,a,a/] [,,b,b] |"
81;c moll;54v;Courante de Viseé;R. de Visée;;Th;Conc_4630;2/3;"d/ | [dd{4}3/2] ,,d/ ,,e1 '[,,g{,,,a}/] ,,,i/4 ,,g [,,i{,,a}1] {,a}3/4 ,,b/4 | \
'[,,a{a}1] ,,,a3/4 ,,,,d/4 [,,b,'b1] [,,da{5}] V,,e3/2 ,,g/ | \
'[,,ef{4}3/2] ,,d/ [d,,,,d1] [bb{,,,a}1] 'b3/2 ,,,b/ |"
82;c moll;55r;91 Sarabande de Viseé;R. de Visée;;Th;Conc_4631;3;"X[,,,i{4}3/4] [,,gh/4] X[,,i1] {4}3/4 ,,k/4 | \
'[,,gh{,,,a}3/4] ,i/4 [,hgh{a}1] {7}3/4 ,,i/4 | \
'[,,ef{4}3/4] ,g/4 '[fe{,a}1] Vg3/4 ,,g/4 | \
'[,,aa{a}1] [,,aaa{7}] {a}3/4 {,a}/4 |"
83;c moll;55v;gigue de Viseé grave;R. de Visée;f. 56v-58v vacat;Th;Conc_4606;6/4;"X[,,i{4}3/2] ,,g/ ,,i1 [dd,,,d] d ,,d | \
V[,,ef3/2] ,,,d/ ,,,f1 [,,e,f] ,,,,f [,,g,h] | \
'[,,dd1] ,,,,d/ ,,d V[,,e,f1] [,,bb] ,,,,b [,,d,d] |"
84;;59r;[sans titre];;unfinished? - f. 59v-60v vacat;Th;;3;"a/ ,,,h ,,g | ([,,g{a}/] ,,f) ([,,f,,a] ,,d) ([,,d{6}] ,,a) | \
[,bdc{,,,a}3/2] [,bd{,,,a}/] [,df{5}] [,fh{6}] | \
V[,g{7}/] z1 [,fg{6}] [,df{5}] [,bd{7}] | \
[,bd{6}1] [,ac/] [,bd{,,,a}] [,ac{6}] [,bd{,,,a}] |"
85;C dur;61r;prelude de Viseé;R. de Visée;;Th;Conc_4349;none;"{4}3/4 ,,,a/4 a/ ,,a V[,,bacd1] {4}3/2 z/4 ,,,e/4 ,,,f ,,d ,,f1 ,,,,,d \
{4}3/2 ,,,f/4 f ,,f ,,g ,,i1 {4}"
86;C dur;61v;air de thalis;MOURET, Jean-Joseph Les Festes ou le Triomphe de Thalie Air;f. 62r vacat;Th;;2;"[da{4}1] '[,a,,,d/] V[,b,,a] | [,d,,c/] ,,,,d [,d,,c] [a,,,d] | \
'[,,a{a}/] (,,,c/4 ,,,a) [,,,c{,a}/] [,,aa] | \
V[,,ba{,,a}/] ,,,a [,,,a,d] [,,,c{,a}] | \
'[,,,a{,,a}/] ([,b,,,d/4] ,a) V[,b,,,a/] [,d,,,c] |"
87;C dur;62v;[caprice];;unfinished;Th;Conc_189;C;"{a}/ ,,,,,a ,,,,,c ,,,,,d {a} ,,,,a | \
,a/ {4} ',,,,a ,a ([,b{,a}] ,a) ',,,,d ,,,,,d | \
'[,,,,,c{7}1] {a}/ ,,,,a [,,,,ac{,a}1] [,,,,cd{,,a}] |"
88;C dur;63r;[caprice];;;Th;Conc_189;C;",,,a/ a ,,a d {a} ,,d | V,,f/ {4} ',,d ,,f [,,g{,a}] ,,f ',,d ,,,f | \
'[,,,e{7}1] {a}/ [,,de] [,,de{,a}1] [,,ff{,,a}] |"
89;C dur;63v;gigue de Viseé;R. de Visée;;Th;Conc_4612;3;",,,a1 | [,,bacd3/2] ,,a/ V,,b1 | [,,d,,c1] ,,,a [,,de{a}] | \
[,,de{7}3/2] ,,f/ V,,g1 | '[,,f{4}1] ,,,f ,,f | \
'[a{,a}3/2] a/ ,,a1 | V[,,b{,,a}1] ,,,a [a,,,,d] |"
90;;64r;Les Demons d'alceste;LULLY, Jean-Baptiste Alceste ou le Triomphe d'Alcide (LWV 50) Les Démons d'Alceste;LWV 50/69;Th;Conc_5226;C;"[,a,a{4}3/4] d/4 | '[a{,a}1] [ab{,,,a}3/4] ,,d/4 '[,,aa{a}3/4] [,,aa{,a}/4] V[,,bc{,,a}3/4] [,,de{,,,a}/4] | \
[,,ff{4}1] '[dd,,,d] {4}/ ,,,f/4 f ,,f/ ,g/4 h |"
91;;64v;Le cottillon;MOURET, Jean-Joseph Les Festes ou le Triomphe de Thalie Deuxième air paysan, Le cottillon;;Th;;;"[,d,,,d1] [,d{4}] | '[,a,,,d1] ,b/ ,d [a{,a}1] [a,,,d] | \
[,d,,c1] ,,,,,d [a{,a}/] (,,a ,,b) ,,d | \
'[,,a{a}1] ([,,b,(c/] [,,d,d)]) [,,f{a}1] '[,,d{7}] |"
92;;64v;Vaudeville;;;Th;Conc_5227;C;"[,a,,,d1] V[,b,,a] | [,d,,c1] ,d [,d,,,d] [a{,a}] | \
'[,d{,,a}1] {,,,a} [,,,f{4}] [,,de] | [,,ff1] ([,,d{,a}/] ,,b) '[,,aa{a}2] | \
V[,,b{4}2] || [f,g{,a}1] [,,ff] | \
'[,,de{a}1] [,,,f,a] [a,g{,a}] [,,ff] |"
93;;65r;Les rats;;f. 65v vacat;Th;;C;"[,a,,,d1] V[,b,,a] | [,d,,c1] (,,,,c/ ,,,,a) ,,,,,d1 [a,,,d] | \
[,d,,c1] ,d [,d{,,a}] ,,b | [,,bc{,a}3/2] V,,d/ '[,,de{a}2] | \
[,,bacd2] || '[,,aa{a}1] [,,bc] | [,,de{7}2] ,,,,f1 ,,d |"
94;F dur;66r;prelude de Viseé;R. de Visée;;Th;;none;"z/ ,,,f/ ,,g ,,f V[,,g{,a}] ,,,,d 'a [b,,a] [d,,c] [a,,,,d] \
V[b,,,a] [d,,,c] '[a,,,d] [,,,f{,a}] [,,f{,,a}] V[,,g{,,,a}3/4] ,,g/4 \
[,hg{a}3/4] ,,i/4 '[,,ff{4}/]"
95;F dur;66v;allemande de Viseé;R. de Visée;;Th;Conc_2528;C;",,f/ | [,fgf{,a}1] (,,g/ ,,f) f ,,,f (,g ,f) | \
V[,g,,f{,a}3/2] ,g/ [,g,,f{,,a}1] {4}3/4 ,i/4 | \
'[,f{,a}1] ,,d/ d ,,,d (,f ,d) ,b |"
96;F dur;67v;courante de Viseé;R. de Visée;;Th;Conc_4604;2/3;",,b/ | [,,bc{,a}3/2] ,,b/ ,,d1 [,,ff{,,a}] V[,,ge{,,,a}3/2] ,,i/ | \
'[,,ff{4}3/2] ,,d/ [d,,,,d1] [bb,,a] [bd,,c] {4}3/4 d/4 | \
'[a{,a}1] ,,,,d3/4 b/4 d1 '[b{,a}3/4] a/4 \
'[,,,a{,,a}1] {,,,a}3/4 ,b/4 |"
97;F dur;68r;Sarabande de Viseé;R. de Visée;;Th;;3;"[,,,cdd{,a}3/4] a/4 '[a,,,d1] {,a}3/4 ,,,d/4 | \
[,,ba{,,a}1] [,,bac] z/4 ,,,f/4 f ,,f | \
[ffghh{,,,a}3/4] ,,g/4 '[,fh{a}1] {7}3/4 ,,i/4 | \
'[,,ff{4}1] [,,fff3/2] ,,d/ |"
98;;68v;muzette de timon;MOURET, Jean-Joseph Timon le Misanthrope Musette;unfinished? - f. 69r vacat;Th;;3;"[,,,a{a}1] | [,,aa{,,a}1] {4}/ d '[a{,,,a}1] | [,,d{5}2] [,,b{6}1] | \
[,,aa{7}2] '[a{,,,a}1] | [,d{,,a}1] [,,,,a{,a}] [,d{,,a}] | \
([a{,,,a}/] c) [dc1] [cd] | '[ac{,,,a}1] [,d{,,a}] (,,a/ ,,b) |"
99;;69v;premier menuet;Menuet (Colin de Blamont Les Festes grecques et romaines);;Th;;3;"[,,,aa{a}1] (,,,c/ ,,,a) ([,c,,,a] ,a) | [,,,,ac1] {a} [,d,,,c] | \
[aa,,,d1] ,,,,a/ ,,a a ,,a | '[,,aa{a}2] [ac,,a1] | \
[,,aa{a}1] (,,b/ ,,a) (,,,c ,,,a) |"
100;;69v;2me menuet;Menuet (Colin de Blamont Les Festes grecques et romaines);;Th;;3;"X[,d{a}1] [,d,,,a] [,d,,,c] | '[a,,,,d2] [,d,,,c1] | \
[,,bc,a1] [,,bc{,a}] [,,aa{a}] | [a{,,,a}/] (,d ,c) ,a ,,,,a ,,,,,d | \
[,d,,,c1] [,d,,,a] [,d,,,c] |"
101;;70r;Les baccantes;Air des Baccantes (Colin de Blamont Les Festes grecques et romaines);;Th;;3;"[,d{a}/] a [c,,a] d | '[a{,,,a}1] [,d{,,a}/] ,,b [,,bc{,a}] ,,a | \
'[,,aa{a}1] [a,,,,a] [,,d,,c] | \
([,,f{4}/] ,,d) (,,,f ,,a) a ,d |"
102;;70v;courante de Viseé;R. de Visée;;Th;;2/3;"f/ | [ff{,,,a}3/2] d/ 'b1 [ab,,a] [,a,'a] [aa,,,e] | \
'[,b,,a1] {,,,a}3/4 ,b/4 V,d1 [aa{4}] [,,,,a{5}3/2] ,a/ | \
'[,,,,,e{6}3] [aa,,,a3/4] ,d/4 ',b3/2 ,a/ |"
103;d moll;71r;prelude de Viseé;R. de Visée;;Th;Conc_5218;none;"{,,,a}3/2 z/4 a/4 ,,a e ,,d/ f ,,,,a1 {,,,a}3/2 z/4 ,,,g/4 ,,,h ,,f V,,g1 \
,,,,a {,,,a}/ ,,g a ,,i [,,fda2]"
104;d moll;71v;allemande de Viseé;R. de Visée;;Th;Conc_4578;C;"a/ | [abdc{,,,a}2] z/ a/ ,,a e | V[f,,,a1] ,,,,,a3/4 ,,c/4 V[,,d,,c1] [a,f,,e] | \
X[,,g,a1] ,,,,c3/4 ,,c/4 V[,,d,d1] ,,,a3/4 ,,f/4 | \
'[,,cc1] [,,ccca] V,,d {a}3/4 ,,f/4 |"
105;d moll;72v;courante de Viseé;R. de Visée;;Th;Conc_5219;2/3;",,d/ | [,,dcd{,,,a}3] ([d,,a{,,a}/] b) 'b3/2 a/ | \
[ab{,a}3/2] ,,,,c/ ',,,,a1 [aa,,,e3/4] ,,,,f/4 ',,,,d3/2 ,a/ | \
V[,b{,,,a}1] (,,,,c/ ,,,,a) X,,,d1 '[,,,c{4}] \
[,,da{5}3/2] ,,f/ |"
106;d moll;73r;Sarabande de Viseé;R. de Visée;;Th;Conc_4571;3;"X[,,d{,,,a}3/4] ,,d/4 [,bdca1] {,,,a}3/4 ,,f/4 | \
'[e,,,,a1] X[ea{6}2] | [,,gh{,,,a}3/4] ,,g/4 [,hgh{a}1] {7}3/4 ,,i/4 | \1
'[,,ff{4}1] [,,fff3/2] ,,f/ | \
'[,,d,e3/4] ,,,f/4 [,,aaa{a}3/4] {,a}/4 {,,a}3/4 ,,c/4 |"
107;d moll;73v;Gigue de Viseé;R. de Visée;;Th;Conc_5356;6/4;"[ab,,a{,,,a}3/2] ,,,,a/ ,a ,b | '[,a{7}/] ,,,,a ,a '[,,,,,e{6}3/4] ,a/4 a/ | \
'[,b{,,,a}1] ,,,,a/ a ,,d ,,f | \
[,,g{,,,a}/] ,,i ,,g (,,f ,,g) [,,d,a] |"
108;d moll;74v;gigue de Viseé;R. de Visée;;Th;Conc_4589;3;",,,,a1 | [ab1] ,,,,,e3/4 a/4 ,,,a1 | '[,b{,,,a}1] ,,,,a X,,,d | \
{4}1 (,,,d/ ,,,c) X[,,d{5}1] | '[,,c{6}1] a X[,,d{,a}] | \
{,,,a}1 '[,,ba{,,a}3/2] ,,,d/ | '[,,,c{,a}1] {6} [,b,c{5}] |"
109;;75r;Courante de du but Le pere;;;Th;;3;"a/ | [abdc{,,,a}3/2] (b/ 'a) ,d | ([,b,,a/] ,d) ',d3/2 a/ | \
[aa,,,e3] | [ff{,,,a}1] '[da,,,a3/2] a/ | V[bd{a}1] '[ba,a3/2] d/ | \
([b{,a}/] a) [,a,'a{4}3/2] ,,,,d/4 ,,,a |"
110;D dur;75v;Logistille lentement;LULLY, Jean-Baptiste Roland: Logistille;LWV 65/78;Th;Conc_2541;3;"[,c{,,,a}/] (,d ,c) ,d [a,,,a] ,,a | '[,d{,,,a}/] ,c V[,d{4}] a ,d a | \
'[,c{,,,a}/] ,,,,,e ,,,,a ,a [a,,,a] [a,,,c] |"
111;d moll;76v;Ouverture de la grotte de Versailles;LULLY, Jean-Baptiste La Grotte de Versailles: Ouverture;LWV 39/1;Th;Conc_1880;C;"[,,dcd{,,,a}3/2] ,,,,a/4 ,a V,b3/2 (,,,,c/4 ,,,,a) | \
[ab{,,,a}3/2] {,,,a}/4 {,,a} {,a}1 {,,,a}3/4 a/4 (,d ,b) | \
'[,a,,,a1] {6}/ [,a,,,(a/4] [,,,,,c)] [a,,,,Xe3/2] \
[,a,,,(c/4] [,,,,,a)] |"
112;d moll;77v;entrée d'appollon;LULLY, Jean-Baptiste Le Triomphe de l'Amour (LWV 59) Entrée d'Apollon;;Th;Conc_1291;C;"[,,dcd{,,,a}3/2] a/ V[bd,,a1] 'a3/2 ,d/4 | '[,b{,,,a}1] (,,,,c/ ,,,,a) [ab,,a1] {,,,a}3/4 ,,a/4 | \
V[,,bcca1] {6}3/4 ,,b/4 '[,,c,,a3/2] [,,d,,c/] | \
[,,f,,e1] a [a,g{,,,a}] {,,a}3/4 ,,f/4 |"
113;d moll;78r;Sommes nous pas trop heureux;LULLY, Jean-Baptiste Ballet de l'Impatience (LWV 14) Sommes-nous pas trop heureux;;Th;Conc_90;C;",,,,a3/4 ,a/4 | V[,b{,,,a}1] ',,,,a [aa{4}] {5}3/4 ,,d/4 | \
'[,,c{6}2] ,,,,,a1 [,,g{6}3/4] ,,f/4 | \
'[,,d{5}1] '[d{4}3/4] b/4 '[ac{,,,a}1] ,,,,a3/4 a/4 |"
114;d moll;78v;Contredance;;La Furstemberg;Th;Conc_2522;C;",b/ ,d | [a,,,a1] [ab] [ac{,,,a}] a | V[bd{a}2] [,a,'a,d] | \
[a{,a}1] ([,d{a}/] ,b) [,a,,,a1] [a{6}] | \
'[,b{,,,a}3/2] ,,,,c/4 ,b ,,,,a1 ,b/ ,d |"
115;d moll;79r;Blaize [en revenant des champs];;;Th;Conc_2519;C;"([,,d,a/] ,,f) ,,g1 | [,,f{a}1] [f{,a}] '[e{,,a}] [f{,,,a}] | \
[a{4}1] [,,d{5}] '[,,d{6}3/2] ,,c/ | [,,d{,,,a}2] || \
X[,b,,a1] [,d,,c] | '[a,,,d1] a ([a{,a}/] b) d1 |"
116;;79r;air;;;Th;;3;"[,,d,a1] ,,d '[,,c,c] | V[,,d,d2] [a,f,,e1] | X[,,f{,,,a}2] (,,f/ ,,d) | \
'[,,ba{,,a}3/2] ,,,d/ [,,,c{,a}1] | X[,,bcd3/2] ,,,d/ [,,,c{,a}1] | \
[,,,a{,,a}1] ,,b {4} | '[,,,c{,a}2] V[,,,d{5}1] |"
117;;79v;Les échos d'atis;LULLY, Jean-Baptiste Atys: Les Echos (Gloire d'Atys);LWV 53/47;Th;Conc_1874;3;"[,b,,a1] (,b/ ,a) ,,,,a1 | [aa,,,e1] ,,,,,d/ a ,,a ,,b | \
[,,d,,c1] [,,daab] {a}3/4 ,,f/4 | '[e,,,,a3/2] ,,a/ a1 || \
[,b{,,,a}1] (,b/ ,d) [a,,,,a] |"
118;;80v;L'Immortelle;;;Th;Conc_95;3;",f/ ',d a | V[,b,a1] {,,,a}3/4 ,b/4 [,d{,,a}1] | \
[ab{,a}1] ,,,,d/ a ,,d ,,,a | ,,,c/ ,,c ,,,,,a {a} {,a} {,,a} |"
119;;81r;menuet de mr de Lully;;;Th;;3;"[,,,ha1] '[,,fg,a2] | V[,,gh{,,,a}3/2] ,,f/ ,,,h1 | \
'[,,,g,a1] V,,,h [,,f{a}] | [a{,a}1] {,,a} {,a} | \
[,,,h{,,,a}1] '[,,fg{6}2] | V[,,gh{,,,a}3/2] ,,f/ ,,,h1 | \
[,,f{a}1] '[,,f{7}3/2] ,,,h/ | '[,,,g{6}3] ||"
120;d moll;81v;passaquaille de Viseé;R. de Visée;;Th;Conc_4592;3;"[abdca1] [abdc] z3/4 a/4 | [ac{,,,a}1] [bd,,a] ,,b3/4 b/4 | \
[ab,,a1] [aa,d,e] ',,,a3/4 ,a/4 | [,bdca/] {a} ,,,,,a [,df] [,bd] [,ac] | \
V[,bd{,,,a}1] ||"
121;;82v;La Volupteueze de mr couprin;;;Th;;6/8;"[,b{,,,a}1] [,,,,c{,,a}/] | [,,,,aa{,a}1] [ba{a}/] [ab{,a}1] [,d{,,a}/] | \
'[,b{,,,a}1] [,,,,c{,aa}/] [,,,,aa{,a}] [,,d,d] '[,,c,c] | \
V[,,d{,,,a}/] ,,,,a [,a,,,e] V[,b{,,,a}] {4} '[,,,aa{5}] | \
[aaccc{6}3/2] '[,b{,,,a}1] [,,,,c{,,a}/] |"
122;;83v;menuet de mr couprin;;;Th;;3;"[,,dc{,,,a}1] ,,,,a '[,,c,c] | V[,,d,d2] [a,,,c1] | \
X[,,d,a2] '[,,c,,a1] | V[,,d,a1] {,,,a} [a,,,a/] ,,,,,d | \
[,,d,,c1] '[,,b{,,a}] [,,abc] | [,,bc,a1] [,,d,,c] [,,f,,d] | \
'[,,a,a1] ,,,,,c3/4 a/4 '[,e{,,a}1] |"
123;;84r;du bois menuett;;;Th;;3;"[,,,,aVf{,,,a}1] ,,,,a ,,,,a | [,,,,aVf{,,,,a}1] ,,,,a/ ,,,,a ,,,,a1 | \
[,b{,,,a}1] (,a/ ,b ,d) a | '[,b{,,,a}1] ,,,,a (,b/ ,d) | \
[a,,,a1] [a,,,,d] [,,d,,b] |"
124;d moll;84v;dieu d'amour;;;Th;Conc_2524;2;"[,,dc{,,,a}2] [,,d,a] | [ab{,,,a}3] ,,,h/ ,,f | \
[,,g,,a1] [,,f{a}] '[,,d{,a}] [,,c{,,a}] | \
[,,d{,,,a}1] a ([,b,,a/] ,d) a1 | '[,b{,,,a}1] ,,,,a X,,b a |"
125;;85r;[passepied?];;;Th;;3;"a1 | [,d,,,a1] ',b [,a{a}] | [,,,,a{,a}1] {,,a} [,,,,d{,,,a}] | \
[,,,,ce{6}1] V,,,,d [,,,a,a] | '[,b{,,,a}1] (,,,,c/ ,,,,a) [,,d,d1] | \
'[e,,,,a1] ,,a a3/4 {a}/4 | [ff{,a}1] {,,a} {,,,a} |"
126;;85v;[L]es echos de la grotte de Versailles;LULLY, Jean-Baptiste La Grotte de Versailles: Echos de la grotte de Versailles; LWV 39  - f. 86v vacat;Th;Conc_5228;3;"""fort"",,,,a/ ,a ',c ,d | [ac,,a1] ,,,,,e3/4 ,,a/4 a1 | \
'[,c{,,,a}1] (,,,,c/ ,,,,a) [ac,,a1] | \
[ac{,,,a}1] ""doux"",,,,a/ ,a ',c ,d | \
[ac,,a1] ,,,,e3/4 ,,a/ a1 |"
127;D dur;87r;prelude de Viseé;R. de Visée;;Th;;none;"{,,,a}3/2 z/4 (,,d ,,c ,,a) a (,d ,c ,a) V[,c,,a1] \
{,,,a}3/2 z/4 ,,,,,e ,,,,a ,a ,,,,e ,,,a a ,,a [,,c,,e1]"
128;D dur;87v;allemande de Viseé;R. de Visée;;Th;Conc_4593;C;"a/ | [acdc{,,,a}3] ,,a/ a | [,a,'aa3/2] ,,,a/ [,a,a,e1] ,,,,,a3/4 a/4 | \
'[,c{,,,a}1] (,,,,c/ ,,,,a) [ac,,a1] {,,,a}3/4 a/4 | \
[,,aaa{a}1] {,a}3/4 ,,a/4 '[e{,,a}/] ,,a/4 e [,,d{,,,a}1] |"
129;D dur;88v;Courante de Viseé;R. de Visée;;Th;Conc_4594;3;"a/ | [acdc{,,,a}3/2] a/ ,,a e V[f,,,a1] X[f{,a}] {a}3/4 ,,f/4 | \
'[e,,,,a3/2] f/ [,,f{a}1] [a{,a}3/4] ,,a/4 '[,d{,,a}3/2] ,,,,e/4 ,d | \
[,,,,e{,,,a}3/2] ,a/ ',c ,d [aa{4}1] [,,ab{5}] ,,c3/4 ,,d/4 |"
130;D dur;89r;Sarabande de Viseé;R. de Visée;;Th;Conc_4595;3;"[,,hh{,,,a}3/4] ,,h/4 [,,hha1] {,,,a}3/4 ,,i/4 | \
'[,,fg,a1] [,,fg{6}3/2] ,,,,,a/ | [ccd,,c3/4] ,,d/4 [a,'{,a}1] ,,,,a3/4 ,,c/4 | \
'[,,a{a}1] [,,aaa{7}] {a}/ (3,,d/4 ,,b ,,a) |"
131;D dur;89v;Gigue de Viseé;R. de Visée;f. 90r vacat;Th;Conc_4596;6/4;"[a{,,,a}1] [,,d,a3/2] ,,f/ ,,h1 | '[,,f,,a3/2] ,,h/ ,,i1 [,,h{,,,a}] '[,,f{4}] [,,,h{5}] | \
'[,,,g{6}1] ,,,,,a [,,,f{a}] V[,,,h{,a}] \
{,,a}3/4 ,,f/4 [,,h{,,,a}1] |"
132;D dur;90v;chacone des harlequins;LULLY, Jean-Baptiste Le Bourgeois gentilhomme: Chaconne des Arlequins;LWV 43/36;Th;Conc_2540;3;"[,,,h{,,,a}1] ,,,h/ ,,f ,,h ,,,h | [,,f{4}1] [aa,,,e] {4}3/4 a/4 | \
[a,,,a{5}1] '[,ea3/2] a/ | [aa{6}1] '[,a,,,a3/2] ,c/ | \
V[,d,,c1] [,daa{,,a}3/2] a/ |"
133;;91v;menuet;;f. 92v vacat;Th;;3;"[ac{,,,a}2] ,,a1 | (,,,c/ ,,,a) (,c ,a) [,c,,a1] | \
[,a,a,e1] ',,,,,c [a,,,,a] | '[,c{,,,a}1] (,,,,c/ ,,,,a) [,,,,c{4}1] | \
V[,,,,e{,,,a}2] [,,,,f{7}1] | \
([,,,,e{6}/] ,,,,c) (,,,,,f ,,,,,e) [,,,,a{5}1] |"
134;;93r;menuet;;;Th;;3;"[,d{,,a}1] | '[,c{6}1] ,a '[,,,,b{5}] | [,a,,Vc{,,a}1] ,,,,c/ ,c ,,,a a | \
[,,a{,,a}1] ,,,,c/ ,c ,,,a a | [,,a{,,a}1] ,a [,d{,,a}] | \
'[,c{6}1] ,a '[,,,,b{5}] |"
135;;93v;prelude de Viseé;R. de Visée;;Th;;none;",,a/4 X,,f3/4 ,,f/4 X[,,f{,,a}/] ,,a/4 a ,,,a/ a/4 ,,a ,,,,c3/4 ,d/4 \
V[,d{,,a}3/4] [,c{,,,a}/4] [,a{4}/] ,c/4 ,d '[,c{6}3/4] ,a/4"
136;e moll;94r;prelude de Viseé;R. de Visée;;Th;;none;"{,,a}3/2 z/4,,,,,c/4 ,,,,c ,c ,d ,,,c c3/2 z/4 ,,,,c/4 ,c ,d ,,,c c ,,c ,,e ,,f1 \
{,,a}3/2 z/4 (,,f/4 ,,d)"
137;e moll;94v;allemande de Viseé;R. de Visée;;Th;Conc_2538;C;",,f/ | [,,fef{,,a}2] z/ ,,f/ ',,d ,,b | [,,aac1] {,,a}3/4 ,,i/4 '[,,h{,,,a}1] {4}3/4 ,,f/4 | \
'[,,ee{5}1] {6}3/4 ,,a/4 ([,,f{7}/] ,,d) (,,,f ,,a) |"
138;e moll;95v;Courante de Viseé;R. de Visée;;Th;Conc_4599;2/3;",,f/ | [,,fe{,,a}3/2] ,,d/ (,,b ,,a) a ,d '[,c,,,a3/2] ,a/ | \
'[,,,,bc3/2] ,,,,,d/ (,,,,,c ,,,,,a) \
V[,ca{a}3/2] d/ ([c{,a}] a) |"
139;e moll;96r;Sarabande de Viseé;R. de Visée;;Th;Conc_4600;3;"[,,aac{,,a}3/4] ,,a/4 '[,,aac1] [,,abc{,,a}] | \
V[,,bcca3/2] {a}/4 [,,cce{,a}3/2] ,,e/ | \
[,dfe{,,a}3/4] ,,h/4 '[,,eee{5}3/2] ,,f/ | \
[,,fe{,,a}1] [,,fef] z/4 ,,,i/4 ,,,k ,,h |"
